departamento,codigodanemunicipio,tipoarea,ano,mes,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
LA GUAJIRA,44090,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,11.110556,-73.643056,Accidente por MAP,"(11.110556, -73.643056)",Fuerza publica
LA GUAJIRA,44090,Rural,2005,4,No,Fuerza publica,Muerto,Masculino,11.110556,-73.643056,Accidente por MAP,"(11.110556, -73.643056)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Muerto,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Civil,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)","Pasando, estando cerca"
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Muerto,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Muerto,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Fuerza publica,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)",Fuerza publica
CAUCA,19548,Rural,2006,5,No,Civil,Herido,Masculino,2.743333333,-76.5775,Accidente por MAP,"(2.743333333, -76.5775)","Pasando, estando cerca"
ANTIOQUIA,5790,Rural,2004,4,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5364,Rural,2004,3,No,Civil,Herido,Masculino,5.598519,-75.819064,Accidente por MAP,"(5.598519, -75.819064)",Sin Información
CAQUETA,18753,Rural,2007,9,No,Fuerza publica,Herido,Masculino,2.584444,-74.710278,Accidente por MAP,"(2.584444, -74.710278)",Fuerza publica
BOLIVAR,13670,Rural,1992,7,No,Fuerza publica,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Fuerza publica
ANTIOQUIA,5250,Rural,2001,1,No,Civil,Muerto,Masculino,7.597383,-74.809065,Accidente por MAP,"(7.597383, -74.809065)",Sin Información
ANTIOQUIA,5250,Rural,2001,1,No,Civil,Muerto,Masculino,7.597383,-74.809065,Accidente por MAP,"(7.597383, -74.809065)",Sin Información
CASANARE,85010,Rural,2007,2,No,Fuerza publica,Herido,Masculino,5.287778,-72.536389,Accidente por MAP,"(5.287778, -72.536389)",Fuerza publica
BOLIVAR,13657,Rural,2006,11,No,Fuerza publica,Herido,Masculino,9.975293,-75.079784,Accidente por MAP,"(9.975293, -75.079784)",Fuerza publica
BOLIVAR,13657,Rural,2006,11,No,Fuerza publica,Herido,Masculino,9.975293,-75.079784,Accidente por MAP,"(9.975293, -75.079784)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2006,8,No,Fuerza publica,Herido,Masculino,8.610556,-73.163889,Accidente por MAP,"(8.610556, -73.163889)",Fuerza publica
VAUPES,97001,Rural,2005,10,No,Civil,Herido,Femenino,1.249969,-70.235462,Accidente por MUSE,"(1.249969, -70.235462)",Sin Información
VAUPES,97001,Rural,2005,10,No,Civil,Muerto,Masculino,1.249969,-70.235462,Accidente por MUSE,"(1.249969, -70.235462)",Sin Información
SANTANDER,68385,Rural,2003,3,No,Fuerza publica,Herido,Masculino,6.218214,-73.811182,Accidente por MAP,"(6.218214, -73.811182)",Fuerza publica
ANTIOQUIA,5649,Rural,2007,1,No,Fuerza publica,Herido,Masculino,6.095,-74.907,Accidente por MAP,"(6.095, -74.907)",Fuerza publica
CALDAS,17662,Rural,2002,4,No,Civil,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)",Sin Información
CALDAS,17662,Rural,2002,4,No,Civil,Herido,Femenino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)",Sin Información
ANTIOQUIA,5690,Rural,2001,10,No,Civil,Herido,Masculino,6.472199,-75.163778,Accidente por MAP,"(6.472199, -75.163778)",Sin Información
ANTIOQUIA,5197,Rural,2003,6,No,Fuerza publica,Muerto,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
CORDOBA,23807,Rural,2007,8,No,Civil,Muerto,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)",Sin Información
CASANARE,85125,Rural,2007,2,No,Fuerza publica,Herido,Masculino,6.124167,-72.021667,Accidente por MAP,"(6.124167, -72.021667)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
BOLIVAR,13473,Rural,1995,3,No,Fuerza publica,Herido,Masculino,8.270279,-73.865805,Accidente por MAP,"(8.270279, -73.865805)",Fuerza publica
ANTIOQUIA,5475,Rural,2002,7,No,Civil,Herido,Masculino,6.976947,-76.818444,Accidente por MAP,"(6.976947, -76.818444)",Agricultura
ARAUCA,81065,Rural,2005,4,No,Civil,Herido,Femenino,7.0175,-71.468056,Accidente por MAP,"(7.0175, -71.468056)",Sin Información
ARAUCA,81065,Rural,2005,4,No,Fuerza publica,Herido,Masculino,7.0175,-71.468056,Accidente por MAP,"(7.0175, -71.468056)",Fuerza publica
ARAUCA,81065,Rural,2005,4,No,Civil,Herido,Masculino,7.0175,-71.468056,Accidente por MAP,"(7.0175, -71.468056)",Sin Información
ARAUCA,81065,Rural,2005,4,No,Fuerza publica,Herido,Masculino,7.0175,-71.468056,Accidente por MAP,"(7.0175, -71.468056)",Fuerza publica
SANTANDER,68296,Rural,1997,2,No,Civil,Herido,Masculino,6.635169,-73.286803,Accidente por MAP,"(6.635169, -73.286803)",Sin Información
CORDOBA,23580,Rural,2008,2,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23580,Rural,2008,2,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23580,Rural,2008,2,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23580,Rural,2008,2,No,Civil,Muerto,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23580,Rural,2008,2,No,Civil,Muerto,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
NORTE DE SANTANDER,54800,Rural,2006,2,No,Fuerza publica,Herido,Masculino,8.605278,-73.233889,Accidente por MAP,"(8.605278, -73.233889)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2006,2,No,Fuerza publica,Herido,Masculino,8.605278,-73.233889,Accidente por MAP,"(8.605278, -73.233889)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2006,2,No,Fuerza publica,Herido,Masculino,8.605278,-73.233889,Accidente por MAP,"(8.605278, -73.233889)",Sin Información
META,50270,Rural,2000,6,No,Fuerza publica,Herido,Masculino,3.7393,-73.835,Accidente por MAP,"(3.7393, -73.835)",Fuerza publica
META,50270,Rural,2000,6,No,Fuerza publica,Herido,Masculino,3.7393,-73.835,Accidente por MAP,"(3.7393, -73.835)",Fuerza publica
ARAUCA,81794,Rural,2007,1,No,Fuerza publica,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza publica
ARAUCA,81794,Rural,2007,1,No,Fuerza publica,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza publica
NORTE DE SANTANDER,54051,Rural,2002,8,No,Civil,Herido,Masculino,7.644476177,-72.80421435,Accidente por MAP,"(7.644476177, -72.80421435)",Sin Información
META,50683,Rural,2004,10,No,Civil,Herido,Masculino,3.319976,-73.861388,Accidente por MAP,"(3.319976, -73.861388)",Cuidado de animales
META,50683,Rural,2004,10,No,Civil,Herido,Masculino,3.319976,-73.861388,Accidente por MAP,"(3.319976, -73.861388)",Cuidado de animales
META,50683,Rural,2004,10,No,Civil,Herido,Masculino,3.319976,-73.861388,Accidente por MAP,"(3.319976, -73.861388)",Agricultura
META,50683,Rural,2004,10,No,Civil,Muerto,Masculino,3.319976,-73.861388,Accidente por MAP,"(3.319976, -73.861388)",Cuidado de animales
ANTIOQUIA,5756,Rural,1996,4,No,Civil,Muerto,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)","Pasando, estando cerca"
ANTIOQUIA,5756,Rural,1996,4,No,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)","Pasando, estando cerca"
CAQUETA,18753,Rural,2003,5,No,Fuerza publica,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza publica
CAQUETA,18753,Rural,2003,5,No,Fuerza publica,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza publica
META,50001,Rural,2000,12,No,Fuerza publica,Herido,Masculino,4.155378,-73.624479,Accidente por MAP,"(4.155378, -73.624479)",Fuerza publica
ANTIOQUIA,5361,Rural,2005,1,No,Fuerza publica,Herido,Masculino,7.400556,-75.730833,Accidente por MAP,"(7.400556, -75.730833)",Fuerza publica
ANTIOQUIA,5756,Rural,2003,5,No,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
TOLIMA,73236,Rural,2006,2,No,Fuerza publica,Herido,Masculino,3.658889,-74.754167,Accidente por MAP,"(3.658889, -74.754167)",Fuerza publica
SANTANDER,68385,Rural,2000,10,No,Civil,Herido,Masculino,6.218214,-73.811182,Accidente por MUSE,"(6.218214, -73.811182)",Sin Información
ARAUCA,81300,Rural,2000,1,No,Civil,Herido,Masculino,6.792924,-71.770658,Accidente por MAP,"(6.792924, -71.770658)",Área Despejada
CESAR,20400,Rural,2005,10,No,Civil,Herido,Masculino,9.560655,-73.33274,Accidente por MAP,"(9.560655, -73.33274)","Pasando, estando cerca"
VAUPES,97001,Rural,2003,6,No,Civil,Herido,Masculino,1.249969,-70.235462,Accidente por MAP,"(1.249969, -70.235462)","Recogiendo comida, agua ó  madera"
ARAUCA,81794,Rural,2007,7,No,Fuerza publica,Herido,Masculino,6.436111,-71.352778,Accidente por MAP,"(6.436111, -71.352778)",Fuerza publica
ANTIOQUIA,5890,Rural,2002,1,No,Fuerza publica,Herido,Masculino,6.729722,-75.0475,Accidente por MAP,"(6.729722, -75.0475)",Fuerza publica
ANTIOQUIA,5483,Rural,2007,11,No,Fuerza publica,Muerto,Masculino,5.605833,-75.256389,Accidente por MAP,"(5.605833, -75.256389)",Fuerza publica
CAQUETA,18753,Rural,2002,4,No,Fuerza publica,Muerto,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza publica
CAQUETA,18753,Rural,2002,4,No,Fuerza publica,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza publica
META,50006,Rural,2001,10,No,Fuerza publica,Herido,Masculino,3.991043,-73.765966,Accidente por MAP,"(3.991043, -73.765966)",Fuerza publica
META,50006,Rural,2001,10,No,Fuerza publica,Muerto,Masculino,3.991043,-73.765966,Accidente por MAP,"(3.991043, -73.765966)",Fuerza publica
META,50006,Rural,2001,10,No,Fuerza publica,Herido,Masculino,3.991043,-73.765966,Accidente por MAP,"(3.991043, -73.765966)",Fuerza publica
META,50711,Rural,2006,2,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
CAUCA,19698,Rural,2003,5,No,Civil,Herido,Masculino,3.036983,-76.479644,Accidente por MUSE,"(3.036983, -76.479644)",Sin Información
ANTIOQUIA,5604,Rural,2002,5,No,Fuerza publica,Herido,Masculino,6.925,-74.821,Accidente por MAP,"(6.925, -74.821)",Fuerza publica
ANTIOQUIA,5604,Rural,2002,5,No,Fuerza publica,Herido,Masculino,6.925,-74.821,Accidente por MAP,"(6.925, -74.821)",Fuerza publica
MAGDALENA,47288,Rural,2002,3,No,Civil,Muerto,Masculino,10.514417,-74.203654,Accidente por MAP,"(10.514417, -74.203654)",Sin Información
CAUCA,19821,Rural,2004,2,No,Fuerza publica,Herido,Masculino,3.014167,-76.230833,Accidente por MAP,"(3.014167, -76.230833)",Fuerza publica
SANTANDER,68773,Rural,2003,3,No,Civil,Muerto,Masculino,5.912279,-73.795553,Accidente por MAP,"(5.912279, -73.795553)","Pasando, estando cerca"
PUTUMAYO,86568,Rural,2002,10,No,Fuerza publica,Herido,Masculino,0.502569,-76.49818,Accidente por MAP,"(0.502569, -76.49818)",Fuerza publica
CAUCA,19455,Rural,2007,1,No,Fuerza publica,Herido,Masculino,3.215278,-76.175278,Accidente por MAP,"(3.215278, -76.175278)",Fuerza publica
ARAUCA,81794,Rural,2005,3,No,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)","Pasando, estando cerca"
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Muerto,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5040,Rural,2008,2,No,Civil,Herido,Masculino,7.074463559,-75.14978773,Accidente por MAP,"(7.074463559, -75.14978773)",Erradicador manual - PCI
ANTIOQUIA,5361,Rural,2005,9,No,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Trabajos de casa
ANTIOQUIA,5837,Rural,2003,3,No,Civil,Herido,Masculino,8.099159651,-76.73923237,Accidente por MAP,"(8.099159651, -76.73923237)","Pasando, estando cerca"
NORTE DE SANTANDER,54344,Rural,2006,12,No,Fuerza publica,Herido,Masculino,8.363056,-73.023889,Accidente por MAP,"(8.363056, -73.023889)",Fuerza publica
CUNDINAMARCA,25168,Rural,2002,8,No,Fuerza publica,Herido,Masculino,4.95241,-74.591844,Accidente por MAP,"(4.95241, -74.591844)",Fuerza publica
SANTANDER,68132,Rural,2003,3,No,Civil,Herido,Masculino,7.347952,-72.945453,Accidente por MAP,"(7.347952, -72.945453)",Sin Información
ANTIOQUIA,5854,Rural,2005,9,No,Fuerza publica,Herido,Masculino,7.2475,-75.301667,Accidente por MAP,"(7.2475, -75.301667)",Fuerza publica
ANTIOQUIA,5854,Rural,2005,6,No,Fuerza publica,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Fuerza publica
ANTIOQUIA,5495,Rural,1993,4,No,Civil,Herido,Femenino,8.095854,-74.776599,Accidente por MAP,"(8.095854, -74.776599)",Sin Información
BOLIVAR,13670,Rural,2001,4,No,Civil,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Sin Información
BOLIVAR,13244,Rural,2004,8,No,Fuerza publica,Herido,Masculino,9.688056,-75.283611,Accidente por MAP,"(9.688056, -75.283611)",Fuerza publica
BOLIVAR,13244,Rural,2004,8,No,Fuerza publica,Herido,Masculino,9.688056,-75.283611,Accidente por MAP,"(9.688056, -75.283611)",Fuerza publica
TOLIMA,73616,Rural,2007,1,No,Fuerza publica,Herido,Masculino,3.571944,-75.696667,Accidente por MAP,"(3.571944, -75.696667)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Muerto,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Herido,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Muerto,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Herido,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Muerto,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Herido,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
TOLIMA,73504,Rural,2007,1,No,Fuerza publica,Muerto,Masculino,4.03,-75.344,Accidente por MAP,"(4.03, -75.344)",Fuerza publica
BOYACA,15377,Rural,2000,9,No,Civil,Herido,Masculino,5.562992,-72.577719,Accidente por MAP,"(5.562992, -72.577719)",Sin Información
CESAR,20238,Urbana,1998,7,No,Civil,Herido,Masculino,10.151103,-73.960141,Accidente por MUSE,"(10.151103, -73.960141)",Sin Información
CESAR,20238,Urbana,1998,7,No,Civil,Herido,Masculino,10.151103,-73.960141,Accidente por MUSE,"(10.151103, -73.960141)",Sin Información
CESAR,20238,Urbana,1998,7,No,Civil,Herido,Masculino,10.151103,-73.960141,Accidente por MUSE,"(10.151103, -73.960141)",Sin Información
CESAR,20238,Urbana,1998,7,No,Civil,Herido,Masculino,10.151103,-73.960141,Accidente por MUSE,"(10.151103, -73.960141)",Sin Información
CASANARE,85015,Rural,2002,11,No,Fuerza publica,Herido,Masculino,5.214621,-72.869693,Accidente por MAP,"(5.214621, -72.869693)",Fuerza publica
ANTIOQUIA,5313,Rural,2004,7,No,Civil,Muerto,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)",Sin Información
ANTIOQUIA,5652,Rural,2006,3,No,Civil,Herido,Masculino,5.992296,-75.12922,Accidente por MAP,"(5.992296, -75.12922)","Pasando, estando cerca"
ANTIOQUIA,5854,Rural,2005,10,No,Fuerza publica,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Fuerza publica
NARINO,52079,Rural,2005,11,Indigena,Civil,Muerto,Femenino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Civil,Herido,Sin Información,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Civil,Herido,Sin Información,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Civil,Herido,Sin Información,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Civil,Muerto,Masculino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Fuerza publica,Muerto,Masculino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)",Actividades fuerza publica
NARINO,52079,Rural,2005,11,No,Civil,Herido,Sin Información,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
NARINO,52079,Rural,2005,11,No,Civil,Herido,Sin Información,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
TOLIMA,73504,Rural,2003,7,No,Fuerza publica,Herido,Masculino,3.936022,-75.219681,Accidente por MAP,"(3.936022, -75.219681)",Fuerza publica
TOLIMA,73504,Rural,2003,7,No,Fuerza publica,Herido,Masculino,3.936022,-75.219681,Accidente por MAP,"(3.936022, -75.219681)",Fuerza publica
TOLIMA,73504,Rural,2003,7,No,Fuerza publica,Muerto,Masculino,3.936022,-75.219681,Accidente por MAP,"(3.936022, -75.219681)",Fuerza publica
TOLIMA,73504,Rural,2003,7,No,Fuerza publica,Herido,Masculino,3.936022,-75.219681,Accidente por MAP,"(3.936022, -75.219681)",Fuerza publica
TOLIMA,73504,Rural,2003,7,No,Fuerza publica,Herido,Masculino,3.936022,-75.219681,Accidente por MAP,"(3.936022, -75.219681)",Fuerza publica
ANTIOQUIA,5895,Rural,2006,4,No,Civil,Herido,Masculino,7.490632,-74.867778,Accidente por MAP,"(7.490632, -74.867778)","Pasando, estando cerca"
ANTIOQUIA,5045,Rural,1997,6,No,Civil,Herido,Masculino,7.882098,-76.625111,Accidente por MAP,"(7.882098, -76.625111)","Pasando, estando cerca"
